message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.905436])";"30";"turtlesim3.sim";"1695141450.696786627";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.905436])";"30";"turtlesim2.sim";"1695141450.680582565";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.923862])";"30";"turtlesim3.sim";"1695141450.680536071";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.942288])";"30";"turtlesim3.sim";"1695141450.664863074";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.923862])";"30";"turtlesim2.sim";"1695141450.664799541";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.942288])";"30";"turtlesim2.sim";"1695141450.648610952";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.960714])";"30";"turtlesim3.sim";"1695141450.648533476";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.979140])";"30";"turtlesim3.sim";"1695141450.632636398";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.960714])";"30";"turtlesim2.sim";"1695141450.632637863";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.979140])";"30";"turtlesim2.sim";"1695141450.616441232";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.997565])";"30";"turtlesim3.sim";"1695141450.616441107";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=6.997565])";"30";"turtlesim2.sim";"1695141450.600270678";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.015991])";"30";"turtlesim3.sim";"1695141450.600270616";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.034417])";"30";"turtlesim3.sim";"1695141450.584835784";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.015991])";"30";"turtlesim2.sim";"1695141450.584824445";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.034417])";"30";"turtlesim2.sim";"1695141450.568893100";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.052843])";"30";"turtlesim3.sim";"1695141450.568037963";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.071269])";"30";"turtlesim3.sim";"1695141450.552759574";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.052843])";"30";"turtlesim2.sim";"1695141450.552649634";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.089695])";"30";"turtlesim3.sim";"1695141450.536596915";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.071269])";"30";"turtlesim2.sim";"1695141450.536345763";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.089695])";"30";"turtlesim2.sim";"1695141450.521181238";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.108121])";"30";"turtlesim3.sim";"1695141450.520276637";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.126547])";"30";"turtlesim3.sim";"1695141450.505104508";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.108121])";"30";"turtlesim2.sim";"1695141450.505104275";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.126547])";"30";"turtlesim2.sim";"1695141450.488782798";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.144972])";"30";"turtlesim3.sim";"1695141450.488764707";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.144972])";"30";"turtlesim2.sim";"1695141450.472479238";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.163398])";"30";"turtlesim3.sim";"1695141450.472403761";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.163398])";"30";"turtlesim2.sim";"1695141450.457065891";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.181824])";"30";"turtlesim3.sim";"1695141450.456812276";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.181824])";"30";"turtlesim2.sim";"1695141450.441055046";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.200250])";"30";"turtlesim3.sim";"1695141450.440651166";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.200250])";"30";"turtlesim2.sim";"1695141450.425352896";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.218676])";"30";"turtlesim3.sim";"1695141450.424440939";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.218676])";"30";"turtlesim2.sim";"1695141450.408349482";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.237102])";"30";"turtlesim3.sim";"1695141450.408349363";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.237102])";"30";"turtlesim2.sim";"1695141450.392256232";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.255528])";"30";"turtlesim3.sim";"1695141450.392256217";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.026163, y=7.255528])";"30";"turtlesim2.sim";"1695141450.376880862";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.023668, y=7.273953])";"30";"turtlesim3.sim";"1695141450.376873613";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.023668, y=7.273953])";"30";"turtlesim2.sim";"1695141450.360587613";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.602611])";"30";"turtlesim1.sim";"1695141444.250433267";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.596681])";"30";"turtlesim1.sim";"1695141444.234656939";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.590750])";"30";"turtlesim1.sim";"1695141444.218112065";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.584820])";"30";"turtlesim1.sim";"1695141444.202162544";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.578889])";"30";"turtlesim1.sim";"1695141444.186320363";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.572959])";"30";"turtlesim1.sim";"1695141444.170379631";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.567028])";"30";"turtlesim1.sim";"1695141444.154734479";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.561097])";"30";"turtlesim1.sim";"1695141444.138869956";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.555167])";"30";"turtlesim1.sim";"1695141444.121895934";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.549236])";"30";"turtlesim1.sim";"1695141444.106639443";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.543306])";"30";"turtlesim1.sim";"1695141444.090870188";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.537375])";"30";"turtlesim1.sim";"1695141444.074940162";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=3.531445])";"30";"turtlesim1.sim";"1695141444.058986046";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.018010, y=3.525514])";"30";"turtlesim1.sim";"1695141444.042903810";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.200290108";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.184883699";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.184883640";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.168373058";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.168373207";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.152819207";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.152819269";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.137208818";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.137208718";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.120700904";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.120660686";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.105177538";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.105092974";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.088448112";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.088411673";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.072689665";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.072689647";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim2.sim";"1695141428.057014795";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.057015324";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim3.sim";"1695141428.040468405";"/home/ruby/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
